,prefix,Uniprot ID 1,Uniprot ID 2,Sequence Length 1,Sequence Length 2,PDB,Chain 1,Chain 2,N residue contacts (5Ang),PFAM domains 1,PFAM domains 2,Chain start 1,Chain end 1,Chain start 2,Chain end 2,Protein name 1,Gene name 1,Protein name 2,Gene name 2,Organism 1,Organism 2,Resolution (Ang),contains DNA,contains RNA,Org1,Org2,kingdom1,kingdom2
1507,allpdb1894,PRP21_YEAST,PRP11_YEAST,280,266,4DGW,B,C,84,PF01805;PF12230,PF16835,87,237,149,266,Pre-mRNA-splicing factor PRP21,PRP21 SPP91 YJL203W J0322,Pre-mRNA-splicing factor PRP11,PRP11 PRP10 RNA11 YDL043C D2711,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.11,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1508,allpdb1896,MBHS_ECOLI,CYBH_ECOLI,372,235,4GD3,T,A,134,PF01058;PF14720,PF01292,46,372,1,235,Hydrogenase-1 small chain (HYD1) (EC 1.12.99.6) (Membrane-bound hydrogenase 1 small subunit) (NiFe hydrogenase),hyaA b0972 JW0954,Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit,hyaC b0974 JW0956,Escherichia coli (strain K12),Escherichia coli (strain K12),3.3,N,N,Escherichia coli,Escherichia coli,B,B
1509,allpdb1897,SIR3_YEAST,H4_YEAST,978,103,4JJN,L,F,53,PF01426,PF15511,2,382,2,103,Regulatory protein SIR3 (Silent information regulator 3),SIR3 CMT1 MAR2 STE8 YLR442C L9753.10,Histone H4,HHF1 YBR009C YBR0122; HHF2 YNL030W N2752,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.09,Y,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1510,allpdb1898,H3_YEAST,SIR3_YEAST,136,978,4JJN,E,L,21,PF00125,PF01426,2,136,2,382,Histone H3,HHT1 YBR010W YBR0201; HHT2 SIN2 YNL031C N2749,Regulatory protein SIR3 (Silent information regulator 3),SIR3 CMT1 MAR2 STE8 YLR442C L9753.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.09,Y,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1511,allpdb1901,RAPA_ECOLI,RPOB_ECOLI,968,1342,4S20,L,C,39,PF00176;PF00271;PF12137,PF00562;PF04560;PF04561;PF04563;PF04565;PF10385,1,968,1,1342,RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA),rapA hepA yabA b0059 JW0058,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),rpoB groN nitB rif ron stl stv tabD b3987 JW3950,Escherichia coli (strain K12),Escherichia coli (strain K12),4.7,Y,Y,Escherichia coli,Escherichia coli,B,B
1512,allpdb1902,F4MWM7_YEREN,F4MWM8_YEREN,572,164,4Z42,C,B,169,PF00449;PF01979,PF00699,1,572,1,164,Urease subunit alpha (Urea amidohydrolase subunit alpha),ureC YEW_LG47870,Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta),ureB YEW_LG47880,Yersinia enterocolitica W22703,Yersinia enterocolitica W22703,3.01,N,N,Yersinia enterocolitica W22703,Yersinia enterocolitica W22703,B,B
1513,allpdb1903,F4MWM7_YEREN,F4MWM9_YEREN,572,100,4Z42,F,A,140,PF00449;PF01979,PF00547,1,572,1,100,Urease subunit alpha (Urea amidohydrolase subunit alpha),ureC YEW_LG47870,Urease subunit gamma (EC 3.5.1.5),ureA YEW_LG47890,Yersinia enterocolitica W22703,Yersinia enterocolitica W22703,3.01,N,N,Yersinia enterocolitica W22703,Yersinia enterocolitica W22703,B,B
1514,allpdb1904,ENLYS_BPT4,ELTB_CLOPF,164,319,5B2G,A,F,29,PF00959,PF03505,2,162,187,319,Endolysin (EC 3.2.1.17) (Lysis protein) (Lysozyme) (Muramidase),E,Heat-labile enterotoxin B chain,cpe,Enterobacteria phage T4 (Bacteriophage T4),Clostridium perfringens,3.5,N,N,Enterobacteria phage T4,Clostridium perfringens,V,B
1515,allpdb1905,CLD4_HUMAN,ELTB_CLOPF,209,319,5B2G,C,D,84,PF00822,PF03505,1,183,187,319,Claudin-4 (Clostridium perfringens enterotoxin receptor) (CPE-R) (CPE-receptor) (Williams-Beuren syndrome chromosomal region 8 protein),CLDN4 CPER CPETR1 WBSCR8,Heat-labile enterotoxin B chain,cpe,Homo sapiens (Human),Clostridium perfringens,3.5,N,N,Homo sapiens,Clostridium perfringens,E,B
1516,allpdb1906,SPT2_HUMAN,H4_XENLA,685,103,5BS7,E,C,46,PF08243,PF15511,571,685,2,103,Protein SPT2 homolog (Protein KU002155) (SPT2 domain-containing protein 1),SPTY2D1,Histone H4,,Homo sapiens (Human),Xenopus laevis (African clawed frog),3.3,N,N,Homo sapiens,Xenopus laevis,E,E
1517,allpdb1907,H32_XENLA,SPT2_HUMAN,136,685,5BS7,A,E,30,PF00125,PF08243,26,136,571,685,Histone H3.2,,Protein SPT2 homolog (Protein KU002155) (SPT2 domain-containing protein 1),SPTY2D1,Xenopus laevis (African clawed frog),Homo sapiens (Human),3.3,N,N,Xenopus laevis,Homo sapiens,E,E
1518,allpdb1908,FZD4_HUMAN,MALE_ECO57,537,396,5CL1,D,A,35,PF01392;PF01534,PF13416,32,160,26,392,Frizzled-4 (Fz-4) (hFz4) (FzE4) (CD antigen CD344),FZD4,Maltose-binding periplasmic protein (MBP) (MMBP) (Maltodextrin-binding protein),malE Z5632 ECs5017,Homo sapiens (Human),Escherichia coli O157:H7,3.8,N,N,Homo sapiens,Escherichia coli O157:H7,E,B
1519,allpdb1910,IF5A1_HUMAN,XPO4_MOUSE,154,1151,5DLQ,F,B,121,PF01287,PF08767,15,154,1,1151,Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D),EIF5A,Exportin-4 (Exp4),Xpo4 Kiaa1721,Homo sapiens (Human),Mus musculus (Mouse),3.2,N,N,Homo sapiens,Mus musculus,E,E
1520,allpdb1911,RAN_HUMAN,XPO4_MOUSE,216,1151,5DLQ,C,B,84,PF00071,PF08767,5,180,1,1151,GTP-binding nuclear protein Ran (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),RAN ARA24 OK/SW-cl.81,Exportin-4 (Exp4),Xpo4 Kiaa1721,Homo sapiens (Human),Mus musculus (Mouse),3.2,N,N,Homo sapiens,Mus musculus,E,E
1521,allpdb1912,C5DFJ6_LACTC,C5DEB9_LACTC,413,145,5JHF,F,E,99,PF04108,PF09795,1,413,1,145,KLTH0D15642p,KLTH0D15642g,KLTH0C07942p,KLTH0C07942g,Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans),Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans),3.21,N,N,Lachancea thermotolerans,Lachancea thermotolerans,E,E
1522,allpdb1915,Q6CIU1_KLULA,Q6CX48_KLULA,810,468,5LOP,A,C,32,PF00293;PF05026,PF03853,1,275,1,66,KLLA0F23980p,KLLA0_F23980g,KLLA0A11308p,KLLA0_A11308g,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),3.5,N,N,Kluyveromyces lactis,Kluyveromyces lactis,E,E
1523,allpdb1916,CFAI_HUMAN,CO3_HUMAN,583,1663,5O32,J,F,72,PF00057;PF00089;PF00530,PF00207;PF01759;PF01821;PF01835;PF07677;PF07678;PF07703;PF10569,19,583,23,1663,Complement factor I (EC 3.4.21.45) (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I light chain],CFI IF,Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2],C3 CPAMD1,Homo sapiens (Human),Homo sapiens (Human),4.21,N,N,Homo sapiens,Homo sapiens,E,E
1524,allpdb1918,AAPK1_MOUSE,AAKB1_RAT,559,270,5UFU,A,B,101,PF00069;PF16579,PF04739;PF16561,11,268,67,270,5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26),Prkaa1,5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb) (5'-AMP-activated protein kinase 40 kDa subunit),Prkab1,Mus musculus (Mouse),Rattus norvegicus (Rat),3.45,N,N,Mus musculus,Rattus norvegicus,E,E
1525,allpdb1920,GL_HCMV8,UL130_HCMVM,278,214,5VOB,B,D,69,PF01801,PF11668,1,278,1,214,Envelope glycoprotein L (gL),gL UL115,Envelope glycoprotein UL130,UL130,Human cytomegalovirus (strain 5508) (HHV-5) (Human herpesvirus 5),Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5),3.02,N,N,Human cytomegalovirus,Human cytomegalovirus,V,V
1526,allpdb1921,GL_HCMV8,GH_HCMVM,278,742,5VOB,B,A,268,PF01801,PF17488,1,278,1,715,Envelope glycoprotein L (gL),gL UL115,Envelope glycoprotein H (gH),gH UL75,Human cytomegalovirus (strain 5508) (HHV-5) (Human herpesvirus 5),Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5),3.02,N,N,Human cytomegalovirus,Human cytomegalovirus,V,V
1527,allpdb1923,CYOB_ECOLI,CYOA_ECOLI,663,315,1FFT,F,G,213,PF00115,PF00116;PF06481,1,663,1,315,Cytochrome bo(3) ubiquinol oxidase subunit 1 (EC 1.10.3.10) (Cytochrome b562-o complex subunit I) (Cytochrome o ubiquinol oxidase subunit 1) (Cytochrome o subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase chain A) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1),cyoB b0431 JW0421,Cytochrome bo(3) ubiquinol oxidase subunit 2 (Cytochrome b562-o complex subunit II) (Cytochrome o ubiquinol oxidase subunit 2) (Cytochrome o subunit 2) (Oxidase bo(3) subunit 2) (Ubiquinol oxidase chain B) (Ubiquinol oxidase polypeptide II) (Ubiquinol oxidase subunit 2),cyoA b0432 JW0422,Escherichia coli (strain K12),Escherichia coli (strain K12),3.5,N,N,Escherichia coli,Escherichia coli,B,B
1528,allpdb1924,RB_HUMAN,LT_SV40,928,708,1GH6,B,A,53,PF01857;PF01858;PF08934;PF11934,PF02217;PF06431,379,772,7,117,Retinoblastoma-associated protein (p105-Rb) (pRb) (Rb) (pp110),RB1,Large T antigen (LT) (LT-AG) (EC 3.6.4.-),,Homo sapiens (Human),Simian virus 40 (SV40),3.2,N,N,Homo sapiens,Simian virus 40,E,V
1529,allpdb1925,MMP2_HUMAN,TIMP2_HUMAN,660,220,1GXD,A,C,79,PF00040;PF00045;PF00413;PF01471,PF00965,30,660,27,220,72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Gelatinase A) (Matrix metalloproteinase-2) (MMP-2) (TBE-1) [Cleaved into: PEX],MMP2 CLG4A,Metalloproteinase inhibitor 2 (CSC-21K) (Tissue inhibitor of metalloproteinases 2) (TIMP-2),TIMP2,Homo sapiens (Human),Homo sapiens (Human),3.1,N,N,Homo sapiens,Homo sapiens,E,E
1530,allpdb1926,ELK4_HUMAN,SRF_HUMAN,431,508,1HBX,G,B,54,PF00178,PF00319,2,156,132,223,ETS domain-containing protein Elk-4 (Serum response factor accessory protein 1) (SAP-1) (SRF accessory protein 1),ELK4 SAP1,Serum response factor (SRF),SRF,Homo sapiens (Human),Homo sapiens (Human),3.15,Y,N,Homo sapiens,Homo sapiens,E,E
1531,allpdb1927,RUVA_THET8,RUVB_THET8,191,324,1IXR,B,C,35,PF01330;PF07499,PF05491;PF05496,1,191,1,312,Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12),ruvA TTHA0291,Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12),ruvB TTHA0406,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),3.3,N,N,Thermus thermophilus,Thermus thermophilus,B,B
1532,allpdb1928,CRP_ECOLI,RPOA_ECOLI,210,329,1LB2,A,B,22,PF00027;PF00325,PF01000;PF01193;PF03118,2,210,246,329,cAMP-activated global transcriptional regulator CRP (Catabolite activator protein) (CAP) (Catabolite gene activator) (cAMP receptor protein) (CRP) (cAMP regulatory protein),crp cap csm b3357 JW5702,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),rpoA pez phs sez b3295 JW3257,Escherichia coli (strain K12),Escherichia coli (strain K12),3.1,Y,N,Escherichia coli,Escherichia coli,B,B
1533,allpdb1929,CUL1_HUMAN,SKP1_HUMAN,776,163,1LDK,A,D,40,PF00888;PF10557,PF01466;PF03931,15,776,2,140,Cullin-1 (CUL-1),CUL1,S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1),SKP1 EMC19 OCP2 SKP1A TCEB1L,Homo sapiens (Human),Homo sapiens (Human),3.1,N,N,Homo sapiens,Homo sapiens,E,E
1534,allpdb1930,BRCA2_MOUSE,SEM1_HUMAN,3329,70,1MIU,A,B,179,PF00634;PF09103;PF09104;PF09121;PF09169,PF05160,2378,3115,1,70,Breast cancer type 2 susceptibility protein homolog (Fanconi anemia group D1 protein homolog),Brca2 Fancd1,26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein),SEM1 C7orf76 DSS1 SHFDG1 SHFM1,Mus musculus (Mouse),Homo sapiens (Human),3.1,N,N,Mus musculus,Homo sapiens,E,E
1535,allpdb1932,NAPA_RHOS4,NAPB_RHOS4,831,154,1OGY,O,P,206,PF00384;PF01568;PF04879,PF03892,30,831,25,154,Periplasmic nitrate reductase (EC 1.9.6.1),napA RHOS4_40230 RSP_4116,"Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)",napB RHOS4_40240 RSP_4117,Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158),Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158),3.2,N,N,Rhodobacter sphaeroides,Rhodobacter sphaeroides,B,B
1536,allpdb1933,SECY_METJA,SECG_METJA,436,53,1RH5,A,C,79,PF00344,PF03911,1,436,1,53,Protein translocase subunit SecY (Protein transport protein SEC61 subunit alpha homolog),secY MJ0478,Preprotein translocase subunit SecG (Protein transport protein Sec61 subunit beta homolog),secG MJ0912.1,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),3.2,N,N,Methanocaldococcus jannaschii,Methanocaldococcus jannaschii,A,A
1537,allpdb1934,RET4_HUMAN,TTHY_HUMAN,201,147,1RLB,E,B,22,PF00061,PF00576,19,192,21,147,Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176)],RBP4 PRO2222,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR PALB,Homo sapiens (Human),Homo sapiens (Human),3.1,N,N,Homo sapiens,Homo sapiens,E,E
1538,allpdb1935,PRIS_SULSO,PRIL_SULSO,330,307,1ZT2,A,B,64,PF01896,PF04104,1,330,1,212,DNA primase small subunit PriS (EC 2.7.7.-),priS priA SSO1048,DNA primase large subunit PriL,priL priB SSO0557 C21_042,Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2),Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2),3.33,N,N,Sulfolobus solfataricus,Sulfolobus solfataricus,A,A
1539,allpdb1937,GRB14_HUMAN,INSR_HUMAN,540,1382,2AUH,B,A,90,PF00017;PF00169;PF00788;PF08947,PF00757;PF01030;PF07714,361,419,1005,1310,Growth factor receptor-bound protein 14 (GRB14 adapter protein),GRB14,Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],INSR,Homo sapiens (Human),Homo sapiens (Human),3.2,N,N,Homo sapiens,Homo sapiens,E,E
1540,allpdb1938,RF1_ECOLI,PRMC_ECOLI,360,277,2B3T,B,A,113,PF00472;PF03462,PF13847,1,360,1,276,Peptide chain release factor RF1 (RF-1),prfA sueB uar b1211 JW1202,Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (M.EcoKHemKP) (N5-glutamine methyltransferase PrmC) (Protein release factor methylation C) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC),prmC hemK b1212 JW1203,Escherichia coli (strain K12),Escherichia coli (strain K12),3.1,N,N,Escherichia coli,Escherichia coli,B,B
1541,allpdb1939,RIR4_SALTY,RIR3_SALTY,319,714,2BQ1,I,E,66,PF00268,PF00317;PF02867;PF08343,1,319,1,714,Ribonucleoside-diphosphate reductase 2 subunit beta (EC 1.17.4.1) (R2F protein) (Ribonucleotide reductase 2),nrdF STM2808,Ribonucleoside-diphosphate reductase 2 subunit alpha (EC 1.17.4.1) (R1E protein) (Ribonucleotide reductase 2),nrdE STM2807,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),4,N,N,Salmonella typhimurium,Salmonella typhimurium,B,B
1542,allpdb1940,VP7_BTV1S,VP3_BTV1S,349,901,2BTV,H,B,48,PF00897,PF01700,1,349,1,901,Core protein VP7,S7,Core protein VP3 (Major inner capsid protein),S3 L3,Bluetongue virus 1 (isolate South Africa) (BTV 1),Bluetongue virus 1 (isolate South Africa) (BTV 1),3.5,N,N,Bluetongue virus 1,Bluetongue virus 1,V,V
1543,allpdb1941,CHEW_THEMA,CHEA_THEMA,151,671,2CH4,W,A,66,PF01584,PF01584;PF01627;PF02518;PF02895;PF07194,1,151,354,671,Chemotaxis protein CheW,cheW TM_0701,Chemotaxis protein CheA (EC 2.7.13.3),cheA TM_0702,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),3.5,N,N,Thermotoga maritima,Thermotoga maritima,B,B
1544,allpdb1943,Q805R9_SHV2,CNA_STAAU,102,1183,2F6A,G,C,28,PF01391,PF05737;PF05738,18,47,30,330,Saimiri transformation-associated protein (StpC protein),stpC,Collagen adhesin,cna,Saimiriine herpesvirus 2 (SaHV-2) (Herpesvirus saimiri),Staphylococcus aureus,3.29,N,N,Saimiriine herpesvirus 2,Staphylococcus aureus,V,B
1545,allpdb1944,SP0F_BACSU,SP0B_BACSU,124,192,2FTK,E,A,58,PF00072,PF14682,1,124,1,192,Sporulation initiation phosphotransferase F (EC 2.7.-.-) (Stage 0 sporulation protein F),spo0F BSU37130,Sporulation initiation phosphotransferase B (EC 2.7.-.-) (Stage 0 sporulation protein B) (Stage 0 sporulation protein D),spo0B spo0D BSU27930,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),3.05,N,N,Bacillus subtilis,Bacillus subtilis,B,B
1546,allpdb1945,P53_HUMAN,LT_SV40,393,708,2H1L,Q,E,63,PF00870;PF07710;PF08563,PF02217;PF06431,92,292,260,627,Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53),TP53 P53,Large T antigen (LT) (LT-AG) (EC 3.6.4.-),,Homo sapiens (Human),Simian virus 40 (SV40),3.16,N,N,Homo sapiens,Simian virus 40,E,V
1547,allpdb1950,PEZA_STRPN,PEZT_STRPN,158,253,2P5T,E,F,92,PF01381,PF06414,1,158,1,253,Antitoxin PezA,pezA SP_1050,Toxin PezT (UDP-N-acetylglucosamine kinase) (UNAG kinase) (EC 2.7.1.176) (Zeta toxin),pezT SP_1051,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),3.2,N,N,Streptococcus pneumoniae serotype 4,Streptococcus pneumoniae serotype 4,B,B
1548,allpdb1951,ST_SV40,2AAA_MOUSE,174,589,2PF4,H,D,57,PF02380,PF02985,1,174,1,589,Small t antigen (ST) (ST-AG),,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),Ppp2r1a,Simian virus 40 (SV40),Mus musculus (Mouse),3.1,N,N,Simian virus 40,Mus musculus,V,E
1549,allpdb1952,FAS2_YEAST,FAS1_YEAST,1887,2051,2PFF,D,E,65,PF00109;PF01648;PF02801,PF00698;PF01575;PF08354;PF16073,671,1744,1,1941,Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)],FAS2 YPL231W P1409,Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)],FAS1 YKL182W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),4,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1550,allpdb1953,HSE1_YEAST,VPS27_YEAST,452,622,2PJW,H,V,126,PF00018;PF00790,PF00790;PF01363;PF02809,288,375,348,438,Class E vacuolar protein-sorting machinery protein HSE1,HSE1 YHL002W,Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11),VPS27 DID7 GRD11 SSV17 VPL23 VPT27 YNR006W N2038,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.01,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1551,allpdb1955,TOP6B_METMA,TOP6A_METMA,621,369,2Q2E,B,A,55,PF02518;PF09239,PF04406,1,621,1,369,Type 2 DNA topoisomerase 6 subunit B (EC 5.99.1.3) (Type II DNA topoisomerase VI subunit B) (TopoVI-B),top6B MM_2417,Type 2 DNA topoisomerase 6 subunit A (EC 5.99.1.3) (Type II DNA topoisomerase VI subunit A),top6A MM_2418,Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia),Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia),4,N,N,Methanosarcina mazei,Methanosarcina mazei,A,A
1552,allpdb1956,LIFR_MOUSE,LIF_HUMAN,1092,202,2Q7N,A,B,73,PF00041,PF01291,50,529,23,202,Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (D-factor/LIF receptor) (CD antigen CD118),Lifr,Leukemia inhibitory factor (LIF) (Differentiation-stimulating factor) (D factor) (Melanoma-derived LPL inhibitor) (MLPLI) (Emfilermin),LIF HILDA,Mus musculus (Mouse),Homo sapiens (Human),4,N,N,Mus musculus,Homo sapiens,E,E
1553,allpdb1959,ACRB_ECOLI,YAJC_ECOLI,1049,110,2RDD,A,B,41,PF00873,PF02699,1,1049,19,55,Multidrug efflux pump subunit AcrB (AcrAB-TolC multidrug efflux pump subunit AcrB) (Acridine resistance protein B),acrB acrE b0462 JW0451,Sec translocon accessory complex subunit YajC,yajC b0407 JW0397,Escherichia coli (strain K12),Escherichia coli (strain K12),3.5,N,N,Escherichia coli,Escherichia coli,B,B
1554,allpdb1960,RPA43_YEAST,RPA14_YEAST,326,137,2RF4,A,B,108,PF03876,PF08203,1,251,1,112,DNA-directed RNA polymerase I subunit RPA43 (A43) (DNA-directed DNA-dependent RNA polymerase 36 kDa polypeptide),RPA43 RRN12 YOR340C O6271,DNA-directed RNA polymerase I subunit RPA14 (A14) (DNA-directed RNA polymerase I 14 kDa polypeptide),RPA14 YDR156W YD8358.11,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.1,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1555,allpdb1962,SPRC_HUMAN,CO3A1_HUMAN,303,1466,2V53,A,D,27,PF00050;PF09289;PF10591,PF00093;PF01391;PF01410,70,303,552,590,SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine),SPARC ON,Collagen alpha-1(III) chain,COL3A1,Homo sapiens (Human),Homo sapiens (Human),3.2,N,N,Homo sapiens,Homo sapiens,E,E
1556,allpdb1963,MPRI_HUMAN,IGF2_HUMAN,2491,180,2V5P,B,C,38,PF00040;PF00878,PF00049;PF08365,1508,1993,25,91,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),IGF2R MPRI,Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin],IGF2 PP1446,Homo sapiens (Human),Homo sapiens (Human),4.1,N,N,Homo sapiens,Homo sapiens,E,E
